hA,hB,bankA,bankB,shA,shB,turn,to_move,value
3,5,2,0,3,0,6,1,0.039803
3,5,2,0,4,0,6,1,0.030472
3,5,2,1,0,0,5,0,0.182648
3,5,2,1,0,0,6,1,-0.947955
3,5,2,1,0,0,7,0,0.119400
3,5,2,1,0,1,5,0,-0.484097
3,5,2,1,0,1,7,0,0.039800
3,5,2,1,0,2,7,0,0.000000
3,5,2,1,0,3,7,0,0.000000
3,5,2,1,0,4,7,0,0.000000
3,5,2,1,1,0,6,1,-0.107994
3,5,2,1,2,0,6,1,0.392173
3,5,2,1,3,0,6,1,0.042376
3,5,2,1,4,0,6,1,0.004186
3,5,2,2,0,0,5,0,0.102102
3,5,2,2,0,0,7,0,0.119400
3,5,2,2,0,1,7,0,0.039800
3,5,2,2,0,2,7,0,0.000000
3,5,2,2,0,3,7,0,0.000000
3,5,2,2,1,0,6,1,-0.908220
3,5,2,2,2,0,6,1,-0.080637
3,5,2,2,3,0,6,1,0.175306
3,5,2,2,4,0,6,1,0.022857
3,5,2,3,0,0,7,0,0.119400
3,5,2,3,0,1,7,0,0.039800
3,5,2,3,0,2,7,0,0.000000
3,5,2,4,0,0,7,0,0.119400
3,5,2,4,0,1,7,0,0.952211
3,5,3,0,0,0,4,1,0.329190
3,5,3,0,0,0,5,0,0.994157
3,5,3,0,0,0,6,1,0.000543
3,5,3,0,0,0,7,0,0.199000
3,5,3,0,0,1,5,0,0.970440
3,5,3,0,0,1,7,0,0.099500
3,5,3,0,0,2,5,0,0.273564
3,5,3,0,0,2,7,0,0.033167
3,5,3,0,0,3,7,0,0.000000
3,5,3,0,0,4,7,0,0.000000
3,5,3,0,0,5,7,0,0.000000
3,5,3,0,1,0,6,1,0.214077
3,5,3,0,2,0,6,1,0.052066
3,5,3,0,3,0,6,1,0.102762
3,5,3,1,0,0,5,0,0.985333
3,5,3,1,0,0,6,1,-0.268645
3,5,3,1,0,0,7,0,0.199000
3,5,3,1,0,1,5,0,0.170081
3,5,3,1,0,1,7,0,0.099500
3,5,3,1,0,2,7,0,0.033167
3,5,3,1,0,3,7,0,0.000000
3,5,3,1,0,4,7,0,0.000000
3,5,3,1,1,0,6,1,-0.311578
3,5,3,1,2,0,6,1,0.044860
3,5,3,1,3,0,6,1,0.010485
3,5,3,2,0,0,5,0,0.218229
3,5,3,2,0,0,6,1,-0.985700
3,5,3,2,0,0,7,0,0.199000
3,5,3,2,0,1,7,0,0.099500
3,5,3,2,0,2,7,0,0.033167
3,5,3,2,0,3,7,0,0.000000
3,5,3,2,1,0,6,1,-0.095335
3,5,3,2,2,0,6,1,-0.456080
3,5,3,2,3,0,6,1,0.031480
3,5,3,3,0,0,7,0,0.199000
3,5,3,3,0,1,7,0,0.099500
3,5,3,3,0,2,7,0,0.748239
3,5,3,4,0,0,7,0,0.199000
3,5,3,4,0,1,7,0,0.971591
3,5,4,0,0,0,6,1,-0.139830
3,5,4,0,0,0,7,0,0.480537
3,5,4,0,0,1,7,0,0.170571
3,5,4,0,0,2,7,0,0.085286
3,5,4,0,0,3,7,0,0.028429
3,5,4,0,0,4,7,0,0.000000
3,5,4,0,0,5,7,0,0.000000
3,5,4,0,1,0,6,1,0.138412
3,5,4,0,2,0,6,1,0.183862
3,5,4,1,0,0,6,1,-0.561394
3,5,4,1,0,0,7,0,0.284286
3,5,4,1,0,1,7,0,0.170571
3,5,4,1,0,2,7,0,0.085286
3,5,4,1,0,3,7,0,0.204878
3,5,4,1,0,4,7,0,0.000000
3,5,4,1,1,0,6,1,-0.411670
3,5,4,1,2,0,6,1,0.035044
3,5,4,2,0,0,6,1,-0.095573
3,5,4,2,0,0,7,0,0.284286
3,5,4,2,0,1,7,0,0.170571
3,5,4,2,0,2,7,0,0.446173
3,5,4,2,0,3,7,0,0.512841
3,5,4,2,1,0,6,1,-0.395482
3,5,4,2,2,0,6,1,-0.223500
3,5,4,3,0,0,7,0,0.284286
3,5,4,3,0,1,7,0,0.555427
3,5,4,3,0,2,7,0,0.973731
3,5,4,4,0,0,7,0,0.616058
3,5,4,4,0,1,7,0,0.975725
4,1,0,0,0,0,6,1,0.420771
4,1,0,0,0,2,7,0,0.757296
4,1,0,0,0,3,7,0,0.331659
4,1,0,0,0,4,7,0,0.000000
4,1,0,0,0,5,7,0,0.000000
4,1,0,0,0,6,7,0,0.000000
4,1,0,0,1,0,6,1,0.695125
4,1,0,1,0,0,6,1,-0.994956
4,1,0,1,0,1,7,0,0.992990
4,1,0,1,0,2,7,0,0.746234
4,1,0,1,0,3,7,0,0.066333
4,1,0,1,0,4,7,0,0.000000
4,1,0,1,0,5,7,0,0.000000
4,1,0,1,1,0,6,1,0.126183
4,1,0,1,2,0,6,1,0.704374
4,1,0,2,0,0,6,1,-0.975159
4,1,0,2,0,0,7,0,0.993884
4,1,0,2,0,1,7,0,0.984779
4,1,0,2,0,2,7,0,0.199000
4,1,0,2,0,3,7,0,0.066333
4,1,0,2,0,4,7,0,0.000000
4,1,0,2,1,0,6,1,-0.994992
4,1,0,2,2,0,6,1,0.443097
4,1,0,3,0,0,6,1,-0.805187
4,1,0,3,0,0,7,0,0.989322
4,1,0,3,0,1,7,0,0.398000
4,1,0,3,0,2,7,0,0.199000
4,1,0,3,0,3,7,0,0.531407
4,1,0,3,1,0,6,1,-0.994984
4,1,0,3,2,0,6,1,-0.994903
4,1,0,4,0,0,7,0,0.663333
4,1,0,4,0,1,7,0,0.398000
4,1,0,4,0,2,7,0,0.700434
4,1,1,0,0,0,6,1,0.879403
4,1,1,0,0,3,7,0,0.769833
4,1,1,0,0,4,7,0,0.252831
4,1,1,0,0,5,7,0,0.000000
4,1,1,0,0,6,7,0,0.000000
4,1,1,1,0,0,6,1,-0.306770
4,1,1,1,0,2,7,0,0.994643
4,1,1,1,0,3,7,0,0.602938
4,1,1,1,0,4,7,0,0.049750
4,1,1,1,0,5,7,0,0.000000
4,1,1,1,1,0,6,1,0.819602
4,1,1,2,0,0,6,1,-0.994993
4,1,1,2,0,1,7,0,0.994745
4,1,1,2,0,2,7,0,0.896255
4,1,1,2,0,3,7,0,0.149250
4,1,1,2,0,4,7,0,0.346798
4,1,1,2,1,0,6,1,0.013687
4,1,1,3,0,0,6,1,-0.994987
4,1,1,3,0,0,7,0,0.994873
4,1,1,3,0,1,7,0,0.962747
4,1,1,3,0,2,7,0,0.298500
4,1,1,3,0,3,7,0,0.764070
4,1,1,3,1,0,6,1,-0.994964
4,1,1,4,0,0,7,0,0.978874
4,1,1,4,0,1,7,0,0.497500
4,1,1,4,0,2,7,0,0.855465
4,1,2,0,0,4,7,0,0.477982
4,1,2,0,0,5,7,0,0.193227
4,1,2,0,0,6,7,0,0.000000
4,1,2,1,0,0,6,1,-0.935572
4,1,2,1,0,3,7,0,0.788714
4,1,2,1,0,4,7,0,0.440864
4,1,2,1,0,5,7,0,0.039800
4,1,2,2,0,0,6,1,-0.128964
4,1,2,2,0,2,7,0,0.980026
4,1,2,2,0,3,7,0,0.604095
4,1,2,2,0,4,7,0,0.119400
4,1,2,3,0,0,6,1,-0.994969
4,1,2,3,0,1,7,0,0.985017
4,1,2,3,0,2,7,0,0.686391
4,1,2,3,0,3,7,0,0.238800
4,1,2,4,0,0,7,0,0.990009
4,1,2,4,0,1,7,0,0.789261
4,1,2,4,0,2,7,0,0.398000
4,2,0,0,0,0,6,1,0.061470
4,2,0,0,0,0,7,0,0.994732
4,2,0,0,0,1,7,0,0.199000
4,2,0,0,0,2,7,0,0.066333
4,2,0,0,0,3,5,0,0.657190
4,2,0,0,0,3,7,0,0.000000
4,2,0,0,0,4,7,0,0.000000
4,2,0,0,0,5,7,0,0.000000
4,2,0,0,0,6,7,0,0.000000
4,2,0,0,1,0,6,1,0.051039
4,2,0,0,2,0,6,1,0.082272
4,2,0,0,3,0,6,1,0.493583
4,2,0,1,0,0,4,1,0.278978
4,2,0,1,0,0,6,1,-0.922906
4,2,0,1,0,0,7,0,0.398000
4,2,0,1,0,1,7,0,0.199000
4,2,0,1,0,2,5,0,0.150950
4,2,0,1,0,2,7,0,0.066333
4,2,0,1,0,3,7,0,0.000000
4,2,0,1,0,4,7,0,0.000000
4,2,0,1,0,5,7,0,0.000000
4,2,0,1,1,0,6,1,0.000017
4,2,0,1,2,0,6,1,0.106116
4,2,0,1,3,0,6,1,0.024406
4,2,0,2,0,0,6,1,-0.864144
4,2,0,2,0,0,7,0,0.398000
4,2,0,2,0,1,5,0,0.192678
4,2,0,2,0,1,7,0,0.199000
4,2,0,2,0,2,7,0,0.066333
4,2,0,2,0,3,7,0,0.000000
4,2,0,2,0,4,7,0,0.000000
4,2,0,2,1,0,6,1,-0.994934
4,2,0,2,2,0,6,1,0.000015
4,2,0,2,3,0,6,1,0.424770
4,2,0,3,0,0,5,0,0.206800
4,2,0,3,0,0,6,1,-0.834734
4,2,0,3,0,0,7,0,0.398000
4,2,0,3,0,1,7,0,0.199000
4,2,0,3,0,2,7,0,0.066333
4,2,0,3,0,3,7,0,0.000000
4,2,0,3,1,0,6,1,-0.711073
4,2,0,3,2,0,6,1,-0.994975
4,2,0,3,3,0,6,1,0.000669
4,2,0,4,0,0,7,0,0.398000
4,2,0,4,0,1,7,0,0.199000
4,2,0,4,0,2,7,0,0.767430
4,2,1,0,0,0,6,1,0.406312
4,2,1,0,0,0,7,0,0.994386
4,2,1,0,0,1,7,0,0.992770
4,2,1,0,0,2,7,0,0.149250
4,2,1,0,0,3,7,0,0.049750
4,2,1,0,0,4,7,0,0.000000
4,2,1,0,0,5,7,0,0.000000
4,2,1,0,0,6,7,0,0.000000
4,2,1,0,1,0,6,1,0.203119
4,2,1,0,2,0,6,1,0.962398
4,2,1,1,0,0,6,1,-0.641451
4,2,1,1,0,0,7,0,0.993407
4,2,1,1,0,1,7,0,0.298500
4,2,1,1,0,2,7,0,0.149250
4,2,1,1,0,3,7,0,0.049750
4,2,1,1,0,4,7,0,0.000000
4,2,1,1,0,5,7,0,0.000000
4,2,1,1,1,0,6,1,0.232335
4,2,1,1,2,0,6,1,0.025932
4,2,1,2,0,0,6,1,-0.994943
4,2,1,2,0,0,7,0,0.497500
4,2,1,2,0,1,7,0,0.298500
4,2,1,2,0,2,7,0,0.149250
4,2,1,2,0,3,7,0,0.052533
4,2,1,2,0,4,7,0,0.000000
4,2,1,2,1,0,6,1,-0.462304
4,2,1,2,2,0,6,1,0.438313
4,2,1,3,0,0,6,1,-0.761364
4,2,1,3,0,0,7,0,0.497500
4,2,1,3,0,1,7,0,0.298500
4,2,1,3,0,2,7,0,0.151740
4,2,1,3,0,3,7,0,0.504640
4,2,1,3,1,0,6,1,-0.994984
4,2,1,3,2,0,6,1,-0.626105
4,2,1,4,0,0,7,0,0.497500
4,2,1,4,0,1,7,0,0.300551
4,2,1,4,0,2,7,0,0.687563
4,2,2,0,0,0,6,1,0.832341
4,2,2,0,0,1,7,0,0.994094
4,2,2,0,0,2,7,0,0.993020
4,2,2,0,0,3,7,0,0.488096
4,2,2,0,0,4,7,0,0.039800
4,2,2,0,0,5,7,0,0.000000
4,2,2,0,0,6,7,0,0.000000
4,2,2,0,1,0,6,1,0.989055
4,2,2,1,0,0,6,1,-0.255393
4,2,2,1,0,0,7,0,0.994396
4,2,2,1,0,1,7,0,0.993437
4,2,2,1,0,2,7,0,0.782406
4,2,2,1,0,3,7,0,0.119400
4,2,2,1,0,4,7,0,0.211354
4,2,2,1,0,5,7,0,0.000000
4,2,2,1,1,0,6,1,0.751687
4,2,2,2,0,0,6,1,-0.481777
4,2,2,2,0,0,7,0,0.993958
4,2,2,2,0,1,7,0,0.936830
4,2,2,2,0,2,7,0,0.238800
4,2,2,2,0,3,7,0,0.460716
4,2,2,2,0,4,7,0,0.327873
4,2,2,2,1,0,6,1,-0.799779
4,2,2,3,0,0,6,1,-0.994986
4,2,2,3,0,0,7,0,0.956220
4,2,2,3,0,1,7,0,0.398000
4,2,2,3,0,2,7,0,0.574742
4,2,2,3,0,3,7,0,0.732685
4,2,2,3,1,0,6,1,-0.743090
4,2,2,4,0,0,7,0,0.597000
4,2,2,4,0,1,7,0,0.663218
4,2,2,4,0,2,7,0,0.852459
4,2,3,0,0,0,6,1,0.989466
4,2,3,0,0,2,7,0,0.994760
4,2,3,0,0,3,7,0,0.993240
4,2,3,0,0,4,7,0,0.099500
4,2,3,0,0,5,7,0,0.176616
4,2,3,0,0,6,7,0,0.000000
4,2,3,1,0,0,6,1,-0.140406
4,2,3,1,0,1,7,0,0.994820
4,2,3,1,0,2,7,0,0.994668
4,2,3,1,0,3,7,0,0.199000
4,2,3,1,0,4,7,0,0.409394
4,2,3,1,0,5,7,0,0.795021
4,2,3,2,0,0,6,1,-0.952805
4,2,3,2,0,0,7,0,0.994880
4,2,3,2,0,1,7,0,0.994751
4,2,3,2,0,2,7,0,0.331667
4,2,3,2,0,3,7,0,0.577881
4,2,3,2,0,4,7,0,0.983707
4,2,3,3,0,0,6,1,-0.678844
4,2,3,3,0,0,7,0,0.994834
4,2,3,3,0,1,7,0,0.497500
4,2,3,3,0,2,7,0,0.647401
4,2,3,3,0,3,7,0,0.988987
4,2,3,4,0,0,7,0,0.663333
4,2,3,4,0,1,7,0,0.734300
4,2,3,4,0,2,7,0,0.989989
4,3,0,0,0,0,4,1,-0.099596
4,3,0,0,0,0,6,1,0.000056
4,3,0,0,0,0,7,0,0.199000
4,3,0,0,0,1,7,0,0.066333
4,3,0,0,0,2,5,0,0.501884
4,3,0,0,0,2,7,0,0.000000
4,3,0,0,0,3,5,0,0.297634
4,3,0,0,0,3,7,0,0.000000
4,3,0,0,0,4,7,0,0.000000
4,3,0,0,0,5,7,0,0.000000
4,3,0,0,0,6,7,0,0.000000
4,3,0,0,1,0,6,1,0.009294
4,3,0,0,2,0,6,1,0.007615
4,3,0,0,3,0,6,1,0.029539
4,3,0,0,4,0,6,1,0.023599
4,3,0,1,0,0,6,1,-0.902258
4,3,0,1,0,0,7,0,0.199000
4,3,0,1,0,1,5,0,0.065029
4,3,0,1,0,1,7,0,0.066333
4,3,0,1,0,2,5,0,0.207251
4,3,0,1,0,2,7,0,0.000000
4,3,0,1,0,3,7,0,0.000000
4,3,0,1,0,4,7,0,0.000000
4,3,0,1,0,5,7,0,0.000000
4,3,0,1,1,0,4,1,0.193334
4,3,0,1,1,0,6,1,0.000007
4,3,0,1,2,0,6,1,0.000007
4,3,0,1,3,0,6,1,0.039432
4,3,0,1,4,0,6,1,0.047832
4,3,0,2,0,0,5,0,-0.366715
4,3,0,2,0,0,6,1,-0.624670
4,3,0,2,0,0,7,0,0.199000
4,3,0,2,0,1,5,0,-0.036521
4,3,0,2,0,1,7,0,0.066333
4,3,0,2,0,2,7,0,0.000000
4,3,0,2,0,3,7,0,0.000000
4,3,0,2,0,4,7,0,0.000000
4,3,0,2,1,0,6,1,-0.859794
4,3,0,2,2,0,6,1,0.000027
4,3,0,2,3,0,6,1,0.000007
4,3,0,2,4,0,6,1,0.123609
4,3,0,3,0,0,5,0,0.007540
4,3,0,3,0,0,7,0,0.199000
4,3,0,3,0,1,7,0,0.066333
4,3,0,3,0,2,7,0,0.000000
4,3,0,3,0,3,7,0,0.000000
4,3,0,3,1,0,6,1,-0.311420
4,3,0,3,2,0,6,1,-0.721227
4,3,0,3,3,0,6,1,0.034779
4,3,0,3,4,0,6,1,0.000510
4,3,0,4,0,0,7,0,0.199000
4,3,0,4,0,1,7,0,0.066333
4,3,0,4,0,2,7,0,0.000000
4,3,1,0,0,0,6,1,0.082138
4,3,1,0,0,0,7,0,0.978689
4,3,1,0,0,1,7,0,0.149250
4,3,1,0,0,2,7,0,0.049750
4,3,1,0,0,3,5,0,0.386141
4,3,1,0,0,3,7,0,0.000000
4,3,1,0,0,4,7,0,0.000000
4,3,1,0,0,5,7,0,0.000000
4,3,1,0,0,6,7,0,0.000000
4,3,1,0,1,0,6,1,0.021891
4,3,1,0,2,0,6,1,0.061649
4,3,1,0,3,0,6,1,0.103792
4,3,1,1,0,0,4,1,0.273147
4,3,1,1,0,0,6,1,-0.187224
4,3,1,1,0,0,7,0,0.298500
4,3,1,1,0,1,7,0,0.149250
4,3,1,1,0,2,5,0,0.099956
4,3,1,1,0,2,7,0,0.049750
4,3,1,1,0,3,7,0,0.000000
4,3,1,1,0,4,7,0,0.000000
4,3,1,1,0,5,7,0,0.000000
4,3,1,1,1,0,6,1,0.000007
4,3,1,1,2,0,6,1,0.108110
4,3,1,1,3,0,6,1,0.050808
4,3,1,2,0,0,6,1,-0.863329
4,3,1,2,0,0,7,0,0.298500
4,3,1,2,0,1,5,0,0.219516
4,3,1,2,0,1,7,0,0.149250
4,3,1,2,0,2,7,0,0.049750
4,3,1,2,0,3,7,0,0.000000
4,3,1,2,0,4,7,0,0.000000
4,3,1,2,1,0,6,1,-0.608863
4,3,1,2,2,0,6,1,0.000007
4,3,1,2,3,0,6,1,0.255908
4,3,1,3,0,0,5,0,0.235596
4,3,1,3,0,0,6,1,-0.796401
4,3,1,3,0,0,7,0,0.298500
4,3,1,3,0,1,7,0,0.149250
4,3,1,3,0,2,7,0,0.049750
4,3,1,3,0,3,7,0,0.000000
4,3,1,3,1,0,6,1,-0.832658
4,3,1,3,2,0,6,1,-0.555171
4,3,1,3,3,0,6,1,0.000514
4,3,1,4,0,0,7,0,0.298500
4,3,1,4,0,1,7,0,0.149250
4,3,1,4,0,2,7,0,0.779189
4,3,2,0,0,0,6,1,0.169192
4,3,2,0,0,0,7,0,0.994607
4,3,2,0,0,1,7,0,0.845749
4,3,2,0,0,2,7,0,0.119400
4,3,2,0,0,3,7,0,0.039800
4,3,2,0,0,4,7,0,0.000000
4,3,2,0,0,5,7,0,0.000000
4,3,2,0,0,6,7,0,0.000000
4,3,2,0,1,0,6,1,0.120516
4,3,2,0,2,0,6,1,0.930191
4,3,2,1,0,0,6,1,-0.039940
4,3,2,1,0,0,7,0,0.964219
4,3,2,1,0,1,7,0,0.238800
4,3,2,1,0,2,7,0,0.119400
4,3,2,1,0,3,7,0,0.039800
4,3,2,1,0,4,7,0,0.000000
4,3,2,1,0,5,7,0,0.000000
4,3,2,1,1,0,6,1,0.160228
4,3,2,1,2,0,6,1,0.070733
4,3,2,2,0,0,6,1,-0.614182
4,3,2,2,0,0,7,0,0.398000
4,3,2,2,0,1,7,0,0.238800
4,3,2,2,0,2,7,0,0.119400
4,3,2,2,0,3,7,0,0.180426
4,3,2,2,0,4,7,0,0.000000
4,3,2,2,1,0,6,1,-0.972803
4,3,2,2,2,0,6,1,0.407942
4,3,2,3,0,0,6,1,-0.858603
4,3,2,3,0,0,7,0,0.398000
4,3,2,3,0,1,7,0,0.238800
4,3,2,3,0,2,7,0,0.367417
4,3,2,3,0,3,7,0,0.039800
4,3,2,3,1,0,6,1,-0.606475
4,3,2,3,2,0,6,1,-0.815718
4,3,2,4,0,0,7,0,0.398000
4,3,2,4,0,1,7,0,0.452996
4,3,2,4,0,2,7,0,0.119400
4,3,3,0,0,0,6,1,0.354180
4,3,3,0,0,1,7,0,0.966792
4,3,3,0,0,2,7,0,0.981765
4,3,3,0,0,3,7,0,0.099500
4,3,3,0,0,4,7,0,0.033167
4,3,3,0,0,5,7,0,0.000000
4,3,3,0,0,6,7,0,0.000000
4,3,3,0,1,0,6,1,0.988318
4,3,3,1,0,0,6,1,-0.814376
4,3,3,1,0,0,7,0,0.994858
4,3,3,1,0,1,7,0,0.983971
4,3,3,1,0,2,7,0,0.199000
4,3,3,1,0,3,7,0,0.099500
4,3,3,1,0,4,7,0,0.193013
4,3,3,1,0,5,7,0,0.000000
4,3,3,1,1,0,6,1,0.452135
4,3,3,2,0,0,6,1,-0.972812
4,3,3,2,0,0,7,0,0.986728
4,3,3,2,0,1,7,0,0.331667
4,3,3,2,0,2,7,0,0.199000
4,3,3,2,0,3,7,0,0.426805
4,3,3,2,0,4,7,0,0.412473
4,3,3,2,1,0,6,1,-0.935102
4,3,3,3,0,0,6,1,-0.652804
4,3,3,3,0,0,7,0,0.497500
4,3,3,3,0,1,7,0,0.331667
4,3,3,3,0,2,7,0,0.549141
4,3,3,3,0,3,7,0,0.806855
4,3,3,3,1,0,6,1,-0.938378
4,3,3,4,0,0,7,0,0.497500
4,3,3,4,0,1,7,0,0.623450
4,3,3,4,0,2,7,0,0.932370
4,3,4,0,0,0,6,1,0.989443
4,3,4,0,0,2,7,0,0.994939
4,3,4,0,0,3,7,0,0.994252
4,3,4,0,0,4,7,0,0.156910
4,3,4,0,0,5,7,0,0.166869
4,3,4,0,0,6,7,0,0.000000
4,3,4,1,0,0,6,1,-0.899080
4,3,4,1,0,1,7,0,0.994952
4,3,4,1,0,2,7,0,0.994894
4,3,4,1,0,3,7,0,0.287098
4,3,4,1,0,4,7,0,0.390170
4,3,4,1,0,5,7,0,0.955287
4,3,4,2,0,0,6,1,-0.951633
4,3,4,2,0,0,7,0,0.994964
4,3,4,2,0,1,7,0,0.994915
4,3,4,2,0,2,7,0,0.425052
4,3,4,2,0,3,7,0,0.559467
4,3,4,2,0,4,7,0,0.992920
4,3,4,3,0,0,6,1,-0.931902
4,3,4,3,0,0,7,0,0.994936
4,3,4,3,0,1,7,0,0.552958
4,3,4,3,0,2,7,0,0.619541
4,3,4,3,0,3,7,0,0.993384
4,3,4,4,0,0,7,0,0.663468
4,3,4,4,0,1,7,0,0.694632
4,3,4,4,0,2,7,0,0.993607
4,4,0,0,0,0,5,0,0.388199
4,4,0,0,0,0,6,1,0.024540
4,4,0,0,0,0,7,0,0.066333
4,4,0,0,0,1,3,0,0.439814
4,4,0,0,0,1,5,0,0.083649
4,4,0,0,0,1,7,0,0.000000
4,4,0,0,0,2,5,0,0.140870
4,4,0,0,0,2,7,0,0.000000
4,4,0,0,0,3,5,0,0.096474
4,4,0,0,0,3,7,0,0.000000
4,4,0,0,0,4,7,0,0.000000
4,4,0,0,0,5,7,0,0.000000
4,4,0,0,0,6,7,0,0.000000
4,4,0,0,1,0,4,1,-0.001147
4,4,0,0,1,0,6,1,0.000278
4,4,0,0,2,0,4,1,0.303093
4,4,0,0,2,0,6,1,0.002478
4,4,0,0,3,0,6,1,0.005502
4,4,0,0,4,0,6,1,0.004696
4,4,0,0,5,0,6,1,0.007694
4,4,0,1,0,0,3,0,0.281975
4,4,0,1,0,0,5,0,-0.031889
4,4,0,1,0,0,6,1,-0.363794
4,4,0,1,0,0,7,0,0.066333
4,4,0,1,0,1,5,0,0.000173
4,4,0,1,0,1,7,0,0.000000
4,4,0,1,0,2,5,0,0.046378
4,4,0,1,0,2,7,0,0.000000
4,4,0,1,0,3,7,0,0.000000
4,4,0,1,0,4,7,0,0.000000
4,4,0,1,0,5,7,0,0.000000
4,4,0,1,1,0,6,1,0.050360
4,4,0,1,2,0,4,1,0.095365
4,4,0,1,2,0,6,1,0.000004
4,4,0,1,3,0,6,1,0.000002
4,4,0,1,4,0,6,1,0.000058
4,4,0,1,5,0,6,1,0.000018
4,4,0,2,0,0,5,0,-0.100699
4,4,0,2,0,0,7,0,0.066333
4,4,0,2,0,1,5,0,0.083743
4,4,0,2,0,1,7,0,0.000000
4,4,0,2,0,2,7,0,0.000000
4,4,0,2,0,3,7,0,0.000000
4,4,0,2,0,4,7,0,0.000000
4,4,0,2,1,0,6,1,-0.110614
4,4,0,2,2,0,6,1,0.048339
4,4,0,2,3,0,6,1,0.000019
4,4,0,2,4,0,6,1,0.000006
4,4,0,2,5,0,6,1,0.016282
4,4,0,3,0,0,5,0,-0.152107
4,4,0,3,0,0,7,0,0.066333
4,4,0,3,0,1,7,0,0.000000
4,4,0,3,0,2,7,0,0.000000
4,4,0,3,0,3,7,0,0.000000
4,4,0,3,2,0,6,1,-0.060967
4,4,0,3,3,0,6,1,0.313037
4,4,0,3,4,0,6,1,0.000362
4,4,0,3,5,0,6,1,0.000201
4,4,0,4,0,0,7,0,0.066333
4,4,0,4,0,1,7,0,0.000000
4,4,0,4,0,2,7,0,0.000000
4,4,1,0,0,0,4,1,-0.016639
4,4,1,0,0,0,5,0,0.940297
4,4,1,0,0,0,6,1,0.000485
4,4,1,0,0,0,7,0,0.149250
4,4,1,0,0,1,5,0,0.701049
4,4,1,0,0,1,7,0,0.049750
4,4,1,0,0,2,5,0,0.133647
4,4,1,0,0,2,7,0,0.000000
4,4,1,0,0,3,5,0,0.213025
4,4,1,0,0,3,7,0,0.000000
4,4,1,0,0,4,7,0,0.000000
4,4,1,0,0,5,7,0,0.000000
4,4,1,0,0,6,7,0,0.000000
4,4,1,0,1,0,4,1,0.331470
4,4,1,0,1,0,6,1,0.006970
4,4,1,0,2,0,6,1,0.015474
4,4,1,0,3,0,6,1,0.013206
4,4,1,0,4,0,6,1,0.013655
4,4,1,1,0,0,5,0,0.579683
4,4,1,1,0,0,6,1,-0.152682
4,4,1,1,0,0,7,0,0.149250
4,4,1,1,0,1,5,0,0.006719
4,4,1,1,0,1,7,0,0.049750
4,4,1,1,0,2,5,0,0.104750
4,4,1,1,0,2,7,0,0.000000
4,4,1,1,0,3,7,0,0.000000
4,4,1,1,0,4,7,0,0.000000
4,4,1,1,0,5,7,0,0.000000
4,4,1,1,1,0,4,1,0.188920
4,4,1,1,1,0,6,1,0.000005
4,4,1,1,2,0,6,1,0.000003
4,4,1,1,3,0,6,1,0.000084
4,4,1,1,4,0,6,1,0.000033
4,4,1,2,0,0,5,0,-0.187611
4,4,1,2,0,0,6,1,-0.584341
4,4,1,2,0,0,7,0,0.149250
4,4,1,2,0,1,5,0,-0.036009
4,4,1,2,0,1,7,0,0.049750
4,4,1,2,0,2,7,0,0.000000
4,4,1,2,0,3,7,0,0.000000
4,4,1,2,0,4,7,0,0.000000
4,4,1,2,1,0,6,1,-0.349944
4,4,1,2,2,0,6,1,0.000034
4,4,1,2,3,0,6,1,0.000007
4,4,1,2,4,0,6,1,0.077734
4,4,1,3,0,0,5,0,0.034416
4,4,1,3,0,0,7,0,0.149250
4,4,1,3,0,1,7,0,0.049750
4,4,1,3,0,2,7,0,0.000000
4,4,1,3,0,3,7,0,0.000000
4,4,1,3,1,0,6,1,-0.887383
4,4,1,3,2,0,6,1,-0.403238
4,4,1,3,3,0,6,1,0.000365
4,4,1,3,4,0,6,1,0.000205
4,4,1,4,0,0,7,0,0.149250
4,4,1,4,0,1,7,0,0.049750
4,4,1,4,0,2,7,0,0.000000
4,4,2,0,0,0,4,1,0.589329
4,4,2,0,0,0,6,1,0.080504
4,4,2,0,0,0,7,0,0.238800
4,4,2,0,0,1,5,0,0.988850
4,4,2,0,0,1,7,0,0.119400
4,4,2,0,0,2,5,0,0.657024
4,4,2,0,0,2,7,0,0.039800
4,4,2,0,0,3,5,0,0.380354
4,4,2,0,0,3,7,0,0.000000
4,4,2,0,0,4,7,0,0.000000
4,4,2,0,0,5,7,0,0.000000
4,4,2,0,0,6,7,0,0.000000
4,4,2,0,1,0,6,1,0.030813
4,4,2,0,2,0,6,1,0.026390
4,4,2,0,3,0,6,1,0.050962
4,4,2,1,0,0,4,1,0.258891
4,4,2,1,0,0,5,0,0.994925
4,4,2,1,0,0,6,1,-0.080167
4,4,2,1,0,0,7,0,0.238800
4,4,2,1,0,1,5,0,0.501023
4,4,2,1,0,1,7,0,0.119400
4,4,2,1,0,2,5,0,-0.347754
4,4,2,1,0,2,7,0,0.039800
4,4,2,1,0,3,7,0,0.000000
4,4,2,1,0,4,7,0,0.000000
4,4,2,1,0,5,7,0,0.000000
4,4,2,1,1,0,6,1,0.000004
4,4,2,1,2,0,6,1,0.000104
4,4,2,1,3,0,6,1,0.000043
4,4,2,2,0,0,5,0,0.602769
4,4,2,2,0,0,6,1,-0.437080
4,4,2,2,0,0,7,0,0.238800
4,4,2,2,0,1,5,0,0.176113
4,4,2,2,0,1,7,0,0.119400
